age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
36,Private,229580,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-27,1845,40,United-States,<=50K
22,Private,85569,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,-17,1,40,South,<=50K
43,Without-pay,383675,Bachelors,14,Never-married,Exec-managerial,Husband,White,Male,15,1,40,United-States,<=50K
53,Private,143394,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,-4,0,29,United-States,<=50K
68,Private,292711,Assoc-acdm,16,Widowed,Exec-managerial,Not-in-family,White,Female,-13,0,21,United-States,<=50K
35,?,115563,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,-31,-1,44,France,>50K
54,Private,299708,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,2456,-1,40,Germany,<=50K
23,Private,281717,Bachelors,3,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Male,-7,-1,10,Ecuador,<=50K
30,Self-emp-not-inc,146573,7th-8th,1,Married-civ-spouse,Exec-managerial,Wife,Other,Male,2,0,44,?,>50K
36,Local-gov,296478,Some-college,10,Married-spouse-absent,Tech-support,Unmarried,White,Male,4,1,50,United-States,<=50K
16,Federal-gov,157053,Some-college,10,Never-married,Sales,Own-child,White,Female,-15,0,22,United-States,<=50K
45,State-gov,156317,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,25,-2,59,?,<=50K
39,?,171260,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,7,0,50,?,>50K
20,Private,185979,10th,4,Divorced,Machine-op-inspct,Husband,White,Male,3,0,30,Mexico,<=50K
38,Private,180172,5th-6th,6,Widowed,Machine-op-inspct,Other-relative,White,Male,-4,0,40,Taiwan,<=50K
36,Private,200919,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,26,0,58,Poland,<=50K
62,Federal-gov,115565,11th,14,Divorced,Priv-house-serv,Not-in-family,White,Female,-10,-1,12,United-States,<=50K
22,Private,344638,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,2435,-1,40,United-States,<=50K
28,Private,89871,Bachelors,13,Never-married,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,-18,0,40,United-States,<=50K
19,Private,389157,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,25,1,40,United-States,<=50K
29,?,97075,10th,7,Never-married,?,Own-child,White,Male,-4,0,8,United-States,<=50K
27,Private,99442,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,14,-1,40,United-States,<=50K
47,Local-gov,162056,Masters,13,Divorced,Prof-specialty,Not-in-family,White,Male,-1,1,45,United-States,<=50K
36,Federal-gov,160764,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,3,-1,30,United-States,<=50K
24,Private,220490,9th,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,-3,-1,40,Italy,<=50K
51,Private,175891,Masters,9,Widowed,Exec-managerial,Wife,White,Female,19,0,40,United-States,>50K
59,Private,179629,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,-30,0,40,United-States,<=50K
19,Private,118870,10th,8,Never-married,Machine-op-inspct,Own-child,White,Female,-5,1,12,United-States,<=50K
46,Self-emp-not-inc,118021,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,-40,0,45,United-States,<=50K
49,Local-gov,158987,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,15200,0,44,United-States,>50K
37,Private,98070,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,5,0,40,Italy,>50K
51,Private,36338,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,21,0,44,United-States,<=50K
49,Local-gov,113422,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,19,0,40,United-States,<=50K
25,Federal-gov,24801,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,-10,-1,44,United-States,<=50K
37,Private,319804,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,-9,0,57,United-States,<=50K
26,Private,170028,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,39,-1,36,United-States,>50K
69,?,33285,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,4,1,21,United-States,<=50K
66,Private,166883,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,6,0,40,Guatemala,<=50K
42,Private,99038,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,38,-1,40,United-States,>50K
36,Self-emp-not-inc,421230,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,<=50K
57,Self-emp-not-inc,51916,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,41,0,45,United-States,>50K
45,Local-gov,279997,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,-27,-1,50,United-States,<=50K
40,Private,257767,Masters,14,Divorced,Prof-specialty,Other-relative,White,Female,33,0,40,United-States,<=50K
36,Private,161494,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,18,0,44,United-States,>50K
39,Private,368904,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Male,39,0,40,Taiwan,>50K
32,Private,39618,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,28,-1,40,United-States,<=50K
38,Without-pay,107150,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,3601,-1,40,United-States,>50K
41,Private,179156,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,-7,0,40,United-States,>50K
35,Private,171435,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Female,6,0,40,Mexico,<=50K
47,Private,149461,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,1,40,United-States,>50K
40,Private,101698,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Female,3,-1,29,United-States,>50K
31,State-gov,193679,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,White,Male,-20,0,45,United-States,<=50K
51,Private,32112,Bachelors,13,Never-married,Exec-managerial,Wife,White,Male,-1,0,34,United-States,>50K
40,Federal-gov,41469,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,1,0,40,?,<=50K
46,Private,190314,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-23,0,40,United-States,>50K
20,Private,175490,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,25,-1,44,United-States,<=50K
23,Self-emp-not-inc,217058,Some-college,13,Never-married,Farming-fishing,Husband,White,Male,-11,1824,40,United-States,<=50K
53,?,187766,Assoc-acdm,9,Separated,?,Unmarried,White,Female,14,-1,40,Canada,<=50K
37,Federal-gov,186229,Doctorate,12,Married-civ-spouse,Sales,Wife,Black,Male,-16,1,57,United-States,>50K
39,Self-emp-inc,244926,Some-college,12,Married-civ-spouse,Protective-serv,Husband,White,Male,24,0,57,United-States,>50K
38,?,315411,Bachelors,3,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,27,-1,58,Germany,<=50K
45,Private,189840,Prof-school,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,36,Nicaragua,>50K
50,Private,234283,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,-23,0,40,United-States,>50K
30,Private,186313,Assoc-acdm,16,Divorced,Transport-moving,Not-in-family,White,Male,13,-1,40,Cuba,<=50K
31,Private,27750,7th-8th,13,Never-married,Craft-repair,Husband,White,Male,4,1,50,United-States,<=50K
23,Private,142902,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Male,-10,0,40,Nicaragua,<=50K
66,Private,137797,5th-6th,1,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,21,-1,40,Mexico,<=50K
22,Private,241308,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-19,-1,40,United-States,<=50K
37,State-gov,301271,Assoc-acdm,14,Never-married,Prof-specialty,Not-in-family,White,Male,4,1,58,United-States,<=50K
18,Private,123506,Some-college,2,Never-married,Other-service,Own-child,White,Female,-16,0,40,United-States,<=50K
49,?,25422,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,16,0,40,United-States,<=50K
53,Local-gov,92747,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,-42,0,40,United-States,>50K
22,Private,312911,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,-11,-1,56,United-States,<=50K
28,Private,26556,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,-5,0,40,United-States,<=50K
46,State-gov,137499,1st-4th,14,Divorced,Tech-support,Not-in-family,Black,Female,4,-1,40,?,<=50K
44,Private,87240,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,15,0,44,United-States,<=50K
57,?,76192,Bachelors,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,7,-1,40,Philippines,<=50K
37,Private,345698,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,-9,-1,50,United-States,<=50K
39,Private,172919,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,30,0,40,United-States,<=50K
36,Local-gov,110419,Some-college,14,Never-married,Other-service,Not-in-family,White,Male,28,0,40,United-States,>50K
37,Private,101308,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,18,-1,30,?,<=50K
29,Private,75060,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,1,40,Italy,>50K
39,Private,193644,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,1,0,57,United-States,>50K
64,Self-emp-not-inc,134591,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,0,57,?,>50K
41,Private,233668,HS-grad,11,Separated,Other-service,Husband,White,Female,-1,-2,10,Columbia,<=50K
65,Local-gov,96855,HS-grad,12,Never-married,Adm-clerical,Not-in-family,White,Female,11,-1,40,United-States,<=50K
17,Private,610131,11th,7,Never-married,Other-service,Own-child,White,Female,-42,1,40,United-States,<=50K
26,Private,127166,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
40,Private,252093,9th,6,Never-married,Machine-op-inspct,Other-relative,White,Male,-2,0,40,United-States,<=50K
18,Private,283251,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,-26,1,6,United-States,<=50K
49,Self-emp-not-inc,547897,12th,4,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-9,0,30,?,<=50K
57,?,451949,Preschool,4,Married-civ-spouse,Other-service,Husband,White,Male,-2,0,56,Dominican-Republic,<=50K
45,Self-emp-not-inc,202661,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Female,-50,0,40,United-States,<=50K
34,Private,131333,HS-grad,1,Separated,Exec-managerial,Not-in-family,White,Female,-6,-1,22,United-States,<=50K
42,Self-emp-inc,112645,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,17,-1,56,United-States,>50K
42,Private,36253,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,23,1814,40,United-States,>50K
23,Private,150168,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,-3,0,40,United-States,<=50K
36,Self-emp-not-inc,190131,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,6,0,40,United-States,>50K
27,?,174818,10th,10,Widowed,?,Unmarried,White,Female,-1,1,8,United-States,<=50K
22,Private,154289,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,-9,0,40,Italy,<=50K
36,?,317546,7th-8th,2,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,5,-1,40,Poland,<=50K
42,Private,229316,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Male,-17,1,13,United-States,<=50K
42,Private,147031,Assoc-acdm,11,Divorced,Adm-clerical,Unmarried,White,Female,-9,0,40,United-States,<=50K
34,Private,333677,Some-college,10,Married-spouse-absent,Other-service,Husband,White,Male,8,-1,40,United-States,<=50K
54,Private,181075,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,24,0,45,United-States,>50K
40,Local-gov,210268,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,29,2,40,United-States,<=50K
24,Federal-gov,180472,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,-19,1,57,United-States,<=50K
52,Private,133067,7th-8th,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,1,40,China,<=50K
52,?,204337,7th-8th,4,Married-civ-spouse,?,Husband,White,Female,2,0,30,United-States,<=50K
21,Never-worked,224785,10th,6,Never-married,Protective-serv,Other-relative,White,Male,-3,1,40,United-States,<=50K
44,Federal-gov,118599,Some-college,13,Separated,Prof-specialty,Wife,White,Female,-4,0,23,?,>50K
40,Private,181064,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,-16,0,40,United-States,<=50K
62,Self-emp-not-inc,51216,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,16,0,66,United-States,<=50K
22,Private,223950,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,-15,0,57,Scotland,<=50K
60,Self-emp-inc,177693,Some-college,10,Divorced,Priv-house-serv,Not-in-family,White,Male,-13,0,49,United-States,<=50K
54,Local-gov,101048,Masters,14,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,-14,-1,5,United-States,<=50K
45,Private,129066,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,12,0,50,United-States,<=50K
19,Private,345077,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,-7,0,50,United-States,<=50K
52,Private,141813,HS-grad,13,Never-married,Craft-repair,Not-in-family,White,Male,-1,1,45,United-States,<=50K
40,Private,171484,HS-grad,9,Never-married,Machine-op-inspct,Wife,White,Male,-10,0,40,Puerto-Rico,>50K
41,Local-gov,295099,HS-grad,9,Married-spouse-absent,Farming-fishing,Wife,White,Female,-32,1,12,Vietnam,<=50K
20,Private,171452,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,-20,0,40,United-States,<=50K
30,Private,67870,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,-14,0,40,United-States,<=50K
39,State-gov,138113,HS-grad,1,Married-spouse-absent,Tech-support,Unmarried,White,Male,3,0,40,United-States,<=50K
31,Private,133861,Doctorate,1,Separated,Machine-op-inspct,Other-relative,Black,Male,-17,-1,21,Nicaragua,<=50K
56,Self-emp-not-inc,41791,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,-6,0,58,United-States,>50K
37,Self-emp-not-inc,266211,12th,12,Married-civ-spouse,Tech-support,Not-in-family,White,Male,-11,-1,29,United-States,<=50K
25,Private,37541,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,1,21,United-States,<=50K
48,?,127704,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5,-1,56,United-States,>50K
38,Private,204543,Masters,14,Never-married,Protective-serv,Own-child,White,Male,17,0,40,Canada,>50K
40,Local-gov,74807,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,-1,40,United-States,>50K
39,Self-emp-not-inc,167547,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,-9,0,40,United-States,<=50K
18,Federal-gov,171324,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,-11,-1,10,United-States,<=50K
53,?,259120,11th,10,Widowed,?,Other-relative,White,Male,3,0,18,United-States,<=50K
47,Private,267768,Some-college,10,Divorced,Protective-serv,Unmarried,White,Male,-11,0,40,United-States,<=50K
26,Private,226300,Assoc-voc,8,Never-married,Craft-repair,Own-child,Other,Male,14,-1,21,El-Salvador,<=50K
18,Private,194820,10th,10,Never-married,Craft-repair,Own-child,White,Male,11,-1,20,United-States,<=50K
45,Local-gov,36489,11th,14,Never-married,Machine-op-inspct,Not-in-family,White,Male,8,1,8,United-States,<=50K
24,Private,173053,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,5,0,40,Dominican-Republic,<=50K
28,Private,111400,Bachelors,13,Never-married,Adm-clerical,Wife,Black,Female,38,-1,45,Puerto-Rico,>50K
40,Self-emp-not-inc,221910,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,-22,-1,60,United-States,<=50K
48,Self-emp-not-inc,161912,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-29,0,10,United-States,>50K
30,Local-gov,116161,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,14,0,56,Iran,>50K
45,Private,192330,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,9,-1,40,India,>50K
32,Private,252850,Preschool,4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,-9,0,40,?,<=50K
25,Private,23071,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,19,1,30,Taiwan,>50K
19,Private,172894,12th,10,Never-married,Transport-moving,Own-child,White,Male,-23,0,40,United-States,<=50K
22,Private,331983,Some-college,9,Never-married,Priv-house-serv,Not-in-family,White,Male,-18,0,44,United-States,<=50K
74,Private,137511,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,17,1,35,Mexico,<=50K
21,Self-emp-not-inc,191725,Some-college,10,Married-spouse-absent,Tech-support,Not-in-family,White,Male,18,-1,60,United-States,<=50K
26,Local-gov,138577,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Male,21,0,44,United-States,<=50K
40,Private,130182,Masters,12,Never-married,Adm-clerical,Not-in-family,Black,Female,8,1,40,China,<=50K
48,Private,189741,Masters,14,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,7505,0,56,Japan,<=50K
31,Local-gov,161781,Masters,14,Widowed,Prof-specialty,Wife,White,Female,16,1,13,United-States,>50K
25,Private,226066,HS-grad,9,Never-married,Other-service,Unmarried,Other,Female,-15,0,19,Ecuador,<=50K
51,Self-emp-inc,182995,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14317,1,66,United-States,>50K
44,Self-emp-not-inc,115044,Bachelors,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5,1,57,United-States,>50K
49,Private,52180,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,19,-1,40,United-States,>50K
50,Private,333411,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,-14,1,40,Cambodia,<=50K
44,Private,98153,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,0,40,United-States,>50K
49,Self-emp-not-inc,36307,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-19,0,40,United-States,<=50K
17,Private,288221,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,9,0,20,United-States,<=50K
35,State-gov,211051,Prof-school,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,6,0,45,United-States,>50K
53,Self-emp-not-inc,371143,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,8,1,40,India,<=50K
33,Private,121676,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,-33,0,40,Hungary,<=50K
40,Without-pay,197295,HS-grad,9,Separated,Adm-clerical,Wife,White,Female,12,0,57,United-States,>50K
32,Private,358055,9th,5,Married-civ-spouse,Sales,Husband,White,Male,-28,1,40,United-States,<=50K
38,Private,180143,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,0,59,United-States,>50K
37,Private,178913,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,14,0,44,United-States,<=50K
40,Private,141727,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-25,0,40,United-States,<=50K
53,Federal-gov,174331,Some-college,13,Never-married,Exec-managerial,Not-in-family,White,Male,-9,0,40,United-States,<=50K
20,Private,358155,9th,5,Never-married,Other-service,Other-relative,White,Male,-23,0,40,Portugal,<=50K
37,Self-emp-not-inc,344424,12th,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,3624,-1,40,Portugal,<=50K
34,Self-emp-not-inc,94380,Assoc-voc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,-18,1,44,United-States,>50K
19,Self-emp-inc,439607,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,10,0,30,United-States,<=50K
68,Private,156773,Doctorate,16,Divorced,Prof-specialty,Husband,White,Male,-7,-1,50,United-States,>50K
23,Private,161850,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4,0,31,United-States,<=50K
48,Self-emp-inc,284135,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-1,1,40,United-States,>50K
19,Private,203467,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-16,0,40,United-States,<=50K
62,Private,339819,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,28,0,49,United-States,<=50K
34,Private,197498,Bachelors,13,Never-married,Armed-Forces,Own-child,White,Female,-6,0,40,United-States,<=50K
23,Private,196150,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,-9,0,21,United-States,<=50K
33,Private,245642,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,1,50,United-States,>50K
56,Self-emp-inc,187077,Masters,10,Never-married,Adm-clerical,Unmarried,White,Female,-4,0,40,United-States,<=50K
30,Private,123262,Some-college,10,Never-married,Craft-repair,Other-relative,Black,Male,44,0,40,United-States,<=50K
41,Private,131804,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,1,50,United-States,>50K
60,?,172902,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,24,0,23,United-States,<=50K
41,Private,190918,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,-1,40,United-States,>50K
42,Private,137645,12th,3,Separated,Machine-op-inspct,Wife,White,Male,-5,0,40,Hungary,<=50K
42,Private,438700,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,45,Honduras,>50K
29,Private,227238,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,6,0,40,United-States,<=50K
35,Private,29200,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,27,0,40,United-States,<=50K
56,Private,221535,12th,7,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,4,-1,86,Canada,<=50K
20,?,263238,Some-college,10,Never-married,?,Own-child,White,Male,-43,1,7,Dominican-Republic,<=50K
16,Private,129796,11th,13,Never-married,Sales,Not-in-family,White,Male,-21,1,30,United-States,<=50K
42,Self-emp-inc,335901,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,44,-1,40,United-States,<=50K
40,?,202392,HS-grad,9,Separated,Handlers-cleaners,Husband,White,Male,3,0,55,United-States,<=50K
29,Private,38744,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,-14,1,30,Mexico,<=50K
43,Private,150238,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,5,0,15,China,<=50K
42,Private,97981,HS-grad,14,Widowed,Sales,Unmarried,White,Female,18,0,45,United-States,<=50K
48,Private,136800,10th,6,Never-married,Prof-specialty,Unmarried,Black,Female,9,2,20,?,<=50K
50,?,33546,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,66,-1,40,United-States,>50K
46,Self-emp-inc,170940,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,16,-1,57,United-States,<=50K
27,Private,168579,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-22,0,56,United-States,<=50K
16,Private,195106,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,9,1,17,United-States,<=50K
54,Private,145432,HS-grad,9,Married-spouse-absent,Other-service,Husband,White,Male,35,-1,40,Philippines,<=50K
39,Private,467413,Some-college,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,4208,1,40,United-States,>50K
37,Private,172461,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7525,-1,45,United-States,>50K
17,Self-emp-not-inc,277864,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,-1,0,40,United-States,<=50K
36,Private,499853,5th-6th,6,Married-spouse-absent,Protective-serv,Husband,White,Male,2835,0,40,United-States,<=50K
50,Local-gov,343059,Bachelors,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,1,68,United-States,>50K
39,Local-gov,39455,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Male,17,1,40,United-States,<=50K
25,Private,449670,10th,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,-1,1,8,?,<=50K
29,Private,161894,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,-1,-2,40,United-States,<=50K
50,Private,96746,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,1923,40,United-States,>50K
51,Private,188941,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,-24,0,9,United-States,<=50K
53,Private,245278,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,-5,0,40,?,<=50K
17,Private,118135,11th,7,Never-married,Other-service,Not-in-family,Black,Female,22,0,36,United-States,<=50K
52,Self-emp-not-inc,405016,Some-college,9,Divorced,Transport-moving,Husband,White,Male,1,0,50,United-States,<=50K
36,Self-emp-not-inc,104638,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,9,0,49,United-States,<=50K
40,Private,145997,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,29,1,40,United-States,<=50K
16,Local-gov,137361,12th,8,Never-married,Adm-clerical,Not-in-family,Black,Female,-19,0,40,United-States,<=50K
34,Self-emp-not-inc,206130,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,3971,-1,56,United-States,>50K
51,Private,98090,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,-9,-1,19,Outlying-US(Guam-USVI-etc),<=50K
69,Private,46341,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-7,-1,40,Philippines,<=50K
28,Local-gov,39471,Some-college,10,Separated,Exec-managerial,Own-child,Black,Female,9,-1,12,United-States,<=50K
62,Local-gov,178250,Masters,11,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,5,0,40,United-States,<=50K
49,State-gov,107717,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Female,-5,0,45,United-States,<=50K
21,Private,123228,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,4,0,40,Laos,<=50K
47,Private,236861,Some-college,10,Divorced,Transport-moving,Husband,White,Male,10,0,40,India,<=50K
42,Self-emp-not-inc,147338,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,6,-1,40,United-States,<=50K
66,Federal-gov,197705,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,-28,0,40,United-States,<=50K
39,Private,112468,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,-5,0,44,Trinadad&Tobago,>50K
27,Local-gov,546516,Masters,11,Never-married,Adm-clerical,Not-in-family,White,Female,-9,0,40,United-States,>50K
39,?,118655,HS-grad,9,Separated,?,Other-relative,White,Male,18,0,40,United-States,<=50K
26,Private,206071,HS-grad,9,Never-married,Sales,Own-child,White,Male,-18,0,40,United-States,<=50K
29,?,30648,Bachelors,6,Married-civ-spouse,?,Husband,Black,Male,-23,0,40,United-States,<=50K
35,Private,349394,9th,5,Married-civ-spouse,Sales,Husband,White,Male,-17,-1,40,Mexico,>50K
